movieId,title,genres
45137,Irresistible (2006),Drama|Thriller
45170,Mata Hari (1931),Drama|Romance
45175,Kinky Boots (2005),Comedy|Drama
45179,"Glass Key, The (1942)",Crime|Drama|Film-Noir|Mystery
45183,"Protector, The (a.k.a. Warrior King) (Tom yum goong) (2005)",Action|Comedy|Crime|Thriller
45186,Mission: Impossible III (2006),Action|Adventure|Thriller
45200,"Coast Guard, The (Hae anseon) (2002)",Drama
45208,RV (2006),Adventure|Children|Comedy
45210,United 93 (2006),Crime|Drama
45303,"World, The (Shijie) (2004)",Drama
45329,Soldier Blue (1970),Western
45335,Footlight Parade (1933),Comedy|Musical|Romance
45361,"American Haunting, An (2005)",Drama|Horror|Mystery|Thriller
45382,Down in the Valley (2005),Drama|Romance
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy
45440,Art School Confidential (2006),Comedy|Drama
45442,Poseidon (2006),Action|Adventure|Thriller|IMAX
45447,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
45499,X-Men: The Last Stand (2006),Action|Sci-Fi|Thriller
45501,"Break-Up, The (2006)",Comedy|Drama|Romance
45512,Keeping Up with the Steins (2006),Comedy
45517,Cars (2006),Animation|Children|Comedy
45525,"Lost City, The (2005)",Drama
45537,Tall in the Saddle (1944),Mystery|Romance|Western
45611,Vera Cruz (1954),Adventure|Western
45635,"Notorious Bettie Page, The (2005)",Drama
45648,Game 6 (2005),Comedy|Drama
45658,On a Clear Day (2005),Drama
45662,"Omen, The (2006)",Horror|Thriller
45664,"King, The (2005)",Drama
45666,Nacho Libre (2006),Comedy
45668,"Lake House, The (2006)",Drama|Fantasy|Romance
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance
45679,"Seventh Victim, The (1943)",Drama|Film-Noir|Horror|Mystery
45720,"Devil Wears Prada, The (2006)",Comedy|Drama
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy
45726,"You, Me and Dupree (2006)",Comedy
45728,Clerks II (2006),Comedy
45730,Lady in the Water (2006),Drama|Fantasy|Mystery
45732,My Super Ex-Girlfriend (2006),Comedy|Fantasy|Romance
45852,See No Evil (2006),Horror
45880,Marie Antoinette (2006),Drama|Romance
45891,Lady in the Lake (1947),Crime|Drama|Film-Noir|Mystery|Romance
45928,Who Killed the Electric Car? (2006),Documentary
