movieId,title,genres
65813,"Unborn, The (2009)",Horror|Mystery|Thriller
65866,Three Strangers (1946),Crime|Drama
65868,Repo! The Genetic Opera (2008),Fantasy|Horror|Musical
65882,"Uninvited, The (2009)",Drama|Horror|Mystery|Thriller
65899,12:01 (1993),Comedy|Romance|Sci-Fi|Thriller
65927,Night Train (2009),Action|Mystery|Thriller
65982,Outlander (2008),Action|Adventure|Sci-Fi
66015,Passchendaele (2008),Action|Drama|Romance|War
66053,Black Widow (1954),Drama|Mystery
66090,Eden Lake (2008),Horror|Thriller
66097,Coraline (2009),Animation|Fantasy|Thriller
66118,Point of Order (1964),Documentary
66130,Chocolate (2008),Action|Drama
66156,"Escapist, The (2008)",Thriller
66171,Push (2009),Sci-Fi|Thriller
66198,"International, The (2009)",Drama|Thriller
66200,Two Lovers (2008),Drama|Romance
66203,He's Just Not That Into You (2009),Comedy|Drama|Romance
66234,Jar City (Mýrin) (2006),Crime|Drama|Thriller
66240,Dead Like Me: Life After Death (2009),Comedy|Fantasy
66297,Futurama: Into the Wild Green Yonder (2009),Action|Animation|Comedy|Sci-Fi
66310,Frontière(s) (2007),Drama|Horror|Thriller
66320,"11th Hour, The (2007)",Documentary
66335,Afro Samurai: Resurrection (2009),Animation
66337,Café Lumière (2003),Drama
66371,Departures (Okuribito) (2008),Drama
66385,Taking Chance (2009),Drama|War
66427,My Name Is Bruce (2007),Comedy|Horror
66472,"Way of War, The (2009)",Action|Thriller
66509,Funny People (2009),Comedy|Drama
66511,Berlin Calling (2008),Comedy|Drama
66581,Still Waiting... (2009),Comedy
66596,Mystery Team (2009),Comedy|Crime|Mystery
66639,Street Fighter: The Legend of Chun-Li (2009),Action|Adventure|Sci-Fi|Thriller
66659,Tyler Perry's Madea Goes to Jail (2009),Comedy|Crime|Drama
66665,Away We Go (2009),Comedy|Drama|Romance
66686,"Unsuspected, The (1947)",Drama|Film-Noir|Thriller
66691,"Thick as Thieves (a.k.a. Code, The) (2009)",Crime
66744,"Divo, Il (2008)",Drama
66762,Paris (2008),Comedy|Drama|Romance
66783,Friday the 13th (2009),Horror
66785,"Good, the Bad, the Weird, The (Joheunnom nabbeunnom isanghannom) (2008)",Action|Adventure|Comedy|Western
66798,"Pink Panther 2, The (2009)",Adventure|Comedy|Mystery
66801,Crips and Bloods: Made in America (2008),Documentary
66808,Far Cry (2008),Action|Adventure|Drama
66934,Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi
67073,Day of the Dead (2008),Horror
67087,"I Love You, Man (2009)",Comedy
67096,"Big Steal, The (1949)",Adventure|Drama|Film-Noir|Thriller
67186,"Haunting in Connecticut, The (2009)",Horror|Thriller
67193,Duplicity (2009),Crime|Romance|Thriller
67197,Knowing (2009),Action|Drama|Mystery|Sci-Fi|Thriller
67223,Sugar (2008),Drama
67252,Ong-Bak 2: The Beginning (Ong Bak 2) (2008),Action
67255,"Girl with the Dragon Tattoo, The (Män som hatar kvinnor) (2009)",Crime|Drama|Mystery|Thriller
67267,Sunshine Cleaning (2008),Comedy|Drama
67295,Kung Fu Panda: Secrets of the Furious Five (2008),Action|Animation|Children|Comedy
67361,Echelon Conspiracy (2009),Action|Mystery|Thriller
67365,After Sex (2007),Comedy|Drama|Romance
67408,Monsters vs. Aliens (2009),Animation|Sci-Fi|IMAX
67422,California Dreamin' (Nesfarsit) (2007),Comedy|Drama|War
67508,"Baader Meinhof Komplex, Der (2008)",Action|Crime|Drama|Thriller
67620,Nothing But the Truth (2008),Drama|Thriller
67624,"Square, The (2008)",Thriller
67665,Anvil! The Story of Anvil (2008),Documentary|Musical
67695,Observe and Report (2009),Action|Comedy
67706,Union Station (1950),Drama|Film-Noir
67734,Adventureland (2009),Comedy|Drama
67748,Scenes of a Sexual Nature (2006),Comedy|Drama|Romance
67788,Confessions of a Shopaholic (2009),Comedy|Romance
67799,The Butterfly Effect 3: Revelations (2009),Drama|Fantasy|Sci-Fi|Thriller
67801,Revanche (2008),Crime|Drama|Romance
67867,Dragonball Evolution (2009),Action|Adventure|Fantasy|Sci-Fi
67888,Man on the Flying Trapeze (1935),Comedy
67892,Can-Can (1960),Comedy|Musical|Romance
67900,Broken (2006),Horror|Thriller
67923,"Fast & Furious (Fast and the Furious 4, The) (2009)",Action|Crime|Drama|Thriller
67997,In the Loop (2009),Comedy
68028,What Doesn't Kill You (2008),Crime|Drama
68044,Crime Wave (1954),Crime|Drama|Film-Noir
68067,Escape from Fort Bravo (1953),Western
68069,Ride Lonesome (1959),Western
68073,Pirate Radio (2009),Comedy|Drama
68099,Apollo 13: To the Edge and Back (1994),Documentary
68135,17 Again (2009),Comedy|Drama
68157,Inglourious Basterds (2009),Action|Drama|War
68159,State of Play (2009),Crime|Drama|Thriller
68194,"Damned United, The (2009)",Drama
68205,Crank: High Voltage (2009),Action|Comedy|Crime
68237,Moon (2009),Drama|Mystery|Sci-Fi|Thriller
68269,"Young Victoria, The (2009)",Drama|Romance
68288,"Informers, The (2008)",Crime|Drama|Thriller
68319,X-Men Origins: Wolverine (2009),Action|Sci-Fi|Thriller
68324,"Girlfriend Experience, The (2009)",Drama
68347,Sin Nombre (2009),Crime|Drama|Thriller
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX
68392,Happy Campers (2001),Comedy
68442,Lymelife (2008),Comedy|Drama
68444,"Great Buck Howard, The (2008)",Comedy
68482,XIII: The Conspiracy (2008),Action|Crime|Mystery|Thriller
68486,Red Cliff Part II (Chi Bi Xia: Jue Zhan Tian Xia) (2009),Action|Drama|War
68519,S. Darko (S. Darko: A Donnie Darko Tale) (2009),Crime|Mystery|Sci-Fi|Thriller
68522,Earth (2007),Documentary
68552,Crossing Over (2009),Drama
68554,Angels & Demons (2009),Crime|Drama|Mystery|Thriller
68650,Powder Blue (2009),Drama
68659,Fanboys (2009),Adventure|Comedy|Drama
68674,"Merry Gentleman, The (2008)",Drama
68749,Management (2008),Comedy|Romance
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller
68793,Night at the Museum: Battle of the Smithsonian (2009),Action|Comedy|IMAX
68838,Every Little Step (2008),Documentary
68843,Lesbian Vampire Killers (2009),Action|Comedy|Horror
68848,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
68858,Vincere (2009),Drama|Romance
68872,Paisan (Paisà) (1946),Drama|War
68901,Chop Shop (2007),Drama
68932,"Soloist, The (2009)",Drama|Musical
68941,"Last House on the Left, The (2009)",Drama|Horror|Thriller
68952,Drag Me to Hell (2009),Comedy|Horror
68954,Up (2009),Adventure|Animation|Children|Drama
68959,Fullmetal Alchemist the Movie: Conqueror of Shamballa (Gekijô-ban hagane no renkinjutsushi: Shanbara wo yuku mono) (2005),Action|Adventure|Animation|Drama
68963,Easy Virtue (2008),Comedy|Romance
68967,"Summer Hours (Heure d'été, L') (2008)",Drama
68976,Two English Girls (Les deux anglaises et le continent) (1971),Drama|Romance
69005,Female (1933),Comedy|Drama|Romance
69027,OSS 117 - Lost in Rio (OSS 117: Rio ne répond plus) (2009),Adventure|Comedy
69093,Without a Paddle: Nature's Calling (2009),Adventure|Comedy
69118,In the Electric Mist (2009),Drama|Mystery
69122,"Hangover, The (2009)",Comedy|Crime
69131,Killshot (2008),Action|Crime|Drama|Thriller
69134,Antichrist (2009),Drama|Fantasy
69169,"Song Is Born, A (1948)",Comedy|Musical
