movieId,title,genres
5156,"Big Doll House, The (1971)",Action
5159,Ferngully: The Last Rainforest (1992),Animation|Children|Comedy|Musical
5163,StageFright: Aquarius (1987),Horror|Thriller
5166,"Amazing Adventure, The (a.k.a. The Amazing Quest of Ernest Bliss) (1936)",Comedy|Drama|Romance
5167,My Favorite Brunette (1947),Comedy|Mystery
5168,Royal Wedding (1951),Comedy|Musical|Romance
5169,Scarlet Street (1945),Film-Noir
5170,All About the Benjamins (2002),Action|Comedy|Crime
5171,"Time Machine, The (2002)",Action|Adventure|Sci-Fi
5172,Full Frontal (2002),Comedy|Drama|Romance
5173,Divorcing Jack (1998),Comedy|Thriller
5174,"Field, The (1990)",Drama
5175,Hidden Agenda (1990),Drama|Thriller
5177,"Magnificent Ambersons, The (1942)",Drama|Romance
5179,Gloria (1980),Drama|Thriller
5184,Heaven's Gate (1980),Western
5185,Hero at Large (1980),Comedy
5186,Honeysuckle Rose (a.k.a. On the Road Again) (1980),Drama|Romance
5187,Hopscotch (1980),Comedy
5188,How to Beat the High Cost of Living (1980),Comedy
5189,Humanoids from the Deep (1980),Horror|Sci-Fi
5190,Inside Moves (1980),Drama
5193,"Jazz Singer, The (1980)",Musical
5197,Little Darlings (1980),Drama
5198,"Long Good Friday, The (1980)",Drama|Thriller
5199,"Long Riders, The (1980)",Western
5200,"Man Who Saw Tomorrow, The (1980)",Documentary
5202,Mon oncle d'Amérique (1980),Drama
5203,The Monster Club (1981),Comedy|Horror
5204,Death Watch (La Mort en Direct) (1980),Drama|Sci-Fi
5213,"Oh, God! Book II (1980)",Comedy
5214,"Oh, God! (1977)",Comedy|Fantasy
5218,Ice Age (2002),Adventure|Animation|Children|Comedy
5219,Resident Evil (2002),Action|Horror|Sci-Fi|Thriller
5220,Showtime (2002),Action|Comedy
5221,Harrison's Flowers (2000),Drama
5222,Kissing Jessica Stein (2001),Comedy|Romance
5223,Pauline & Paulette (Pauline en Paulette) (2001),Comedy|Drama
5224,Promises (2001),Documentary
5225,And Your Mother Too (Y tu mamá también) (2001),Drama|Romance
5227,Barabbas (1961),Adventure|Drama
5230,"Paleface, The (1948)",Comedy|Western
5231,Road to Morocco (1942),Comedy
5233,Road to Utopia (1946),Comedy
5236,"Tale of Springtime, A (Conte de Printemps) (1990)",Drama|Romance
5237,Taps (1981),Drama
5238,Return of the Secaucus 7 (1980),Drama
5241,Seems Like Old Times (1980),Comedy|Romance
5244,Shogun Assassin (1980),Action|Adventure
5245,Simon (1980),Comedy|Sci-Fi
5246,Smokey and the Bandit II (1980),Action|Comedy
5247,Smokey and the Bandit (1977),Action|Comedy
5248,Smokey and the Bandit III (1983),Action|Comedy
5249,Spetters (1980),Comedy|Drama
5250,Stir Crazy (1980),Comedy
5254,Blade II (2002),Action|Horror|Thriller
5255,Sorority Boys (2002),Comedy
5258,George Washington (2000),Drama
5263,Strait-Jacket (1964),Horror|Thriller
5264,Clockstoppers (2002),Action|Adventure|Sci-Fi|Thriller
5265,Death to Smoochy (2002),Comedy|Crime|Drama
5266,Panic Room (2002),Thriller
5267,"Rookie, The (2002)",Drama
5269,"Piano Teacher, The (La pianiste) (2001)",Drama
5276,Crimes of Passion (1984),Drama|Romance|Thriller
5279,Impromptu (1991),Comedy|Romance
5282,High Crimes (2002),Thriller
5283,National Lampoon's Van Wilder (2002),Comedy
5284,Crush (2001),Comedy|Romance
5287,"After Dark, My Sweet (1990)",Crime|Drama|Mystery
5288,"Atomic Cafe, The (1982)",Documentary|War
5289,Body and Soul (1947),Drama|Film-Noir
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery
5292,Slap Shot (1977),Comedy
5293,Changing Lanes (2002),Drama|Thriller
5294,Frailty (2001),Crime|Drama|Thriller
5296,"Sweetest Thing, The (2002)",Comedy|Romance
5297,"Cat's Meow, The (2002)",Drama|Thriller
5298,Human Nature (2001),Comedy|Romance
5299,My Big Fat Greek Wedding (2002),Comedy|Romance
5300,3:10 to Yuma (1957),Action|Adventure|Drama|Thriller|Western
5303,Joe Versus the Volcano (1990),Comedy|Romance
5304,"Rome, Open City (a.k.a. Open City) (Roma, città aperta) (1945)",Drama|War
5305,Return of the Killer Tomatoes! (1988),Comedy|Horror|Sci-Fi
5308,Three Men and a Baby (1987),Comedy
5309,Three Men and a Little Lady (1990),Comedy|Romance
5310,Transylvania 6-5000 (1985),Comedy|Horror
5311,"Watcher in the Woods, The (1980)",Children|Horror|Mystery|Thriller
5312,Murder by Numbers (2002),Crime|Thriller
5313,"Scorpion King, The (2002)",Action|Adventure|Fantasy
5316,Enigma (2001),Romance|Thriller
5319,Nine Queens (Nueve reinas) (2000),Crime|Thriller
5321,"Triumph of Love, The (2001)",Comedy
5323,Jason X (2002),Horror|Sci-Fi|Thriller
5324,Life or Something Like It (2002),Comedy|Romance
5325,Dogtown and Z-Boyz (2001),Documentary
5329,"Salton Sea, The (2002)",Crime|Drama|Thriller
5333,Bob le Flambeur (1955),Crime|Drama
