movieId,title,genres
3796,"Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)",Romance|Thriller
3797,"In Crowd, The (2000)",Thriller
3798,What Lies Beneath (2000),Drama|Horror|Mystery
3799,Pokémon the Movie 2000 (2000),Animation|Children
3801,Anatomy of a Murder (1959),Drama|Mystery
3802,Freejack (1992),Action|Sci-Fi
3804,H.O.T.S. (1979),Comedy
3806,Mackenna's Gold (1969),Western
3807,Sinbad and the Eye of the Tiger (1977),Adventure|Fantasy
3808,"Two Women (Ciociara, La) (1960)",Drama|War
3809,What About Bob? (1991),Comedy
3810,White Sands (1992),Drama|Thriller
3811,Breaker Morant (1980),Drama|War
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),Comedy
3813,Interiors (1978),Drama
3814,Love and Death (1975),Comedy
3816,"Official Story, The (La historia oficial) (1985)",Drama
3819,Tampopo (1985),Comedy
3820,Thomas and the Magic Railroad (2000),Children
3821,Nutty Professor II: The Klumps (2000),Comedy
3822,"Girl on the Bridge, The (Fille sur le pont, La) (1999)",Drama|Romance
3823,Wonderland (1999),Drama
3824,Autumn in New York (2000),Drama|Romance
3825,Coyote Ugly (2000),Comedy|Drama|Romance
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller
3827,Space Cowboys (2000),Action|Adventure|Comedy|Sci-Fi
3830,Psycho Beach Party (2000),Comedy|Horror|Thriller
3831,Saving Grace (2000),Comedy
3833,"Brain That Wouldn't Die, The (1962)",Horror|Sci-Fi
3834,Bronco Billy (1980),Adventure|Drama|Romance
3835,"Crush, The (1993)",Thriller
3836,Kelly's Heroes (1970),Action|Comedy|War
3837,Phantasm II (1988),Action|Fantasy|Horror|Sci-Fi|Thriller
3838,Phantasm III: Lord of the Dead (1994),Horror
3839,Phantasm IV: Oblivion (1998),Horror
3840,Pumpkinhead (1988),Horror
3841,Air America (1990),Action|Comedy
3843,Sleepaway Camp (1983),Horror
3844,Steel Magnolias (1989),Drama
3845,And God Created Woman (Et Dieu... créa la femme) (1956),Drama
3847,"Ilsa, She Wolf of the SS (1974)",Horror
3848,Silent Fall (1994),Drama|Thriller
3849,"Spiral Staircase, The (1946)",Thriller
3850,Whatever Happened to Aunt Alice? (1969),Crime|Thriller
3851,I'm the One That I Want (2000),Comedy
3852,"Tao of Steve, The (2000)",Comedy
3855,"Affair of Love, An (Liaison pornographique, Une) (1999)",Drama|Romance
3857,Bless the Child (2000),Thriller
3858,Cecil B. DeMented (2000),Comedy
3859,"Eyes of Tammy Faye, The (2000)",Documentary
3861,"Replacements, The (2000)",Comedy
3863,"Cell, The (2000)",Drama|Horror|Thriller
3864,Godzilla 2000 (Gojira ni-sen mireniamu) (1999),Action|Adventure|Sci-Fi
3865,"Original Kings of Comedy, The (2000)",Comedy|Documentary
3868,"Naked Gun: From the Files of Police Squad!, The (1988)",Action|Comedy|Crime|Romance
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",Comedy
3870,Our Town (1940),Drama
3871,Shane (1953),Drama|Western
3872,"Suddenly, Last Summer (1959)",Drama
3873,Cat Ballou (1965),Comedy|Western
3877,Supergirl (1984),Action|Adventure|Fantasy
3878,X: The Unknown (1956),Horror|Sci-Fi
3879,"Art of War, The (2000)",Action|Thriller
3882,Bring It On (2000),Comedy
3888,Skipped Parts (2000),Drama|Romance
3889,Highlander: Endgame (Highlander IV) (2000),Action|Adventure|Fantasy
3890,Back Stage (2000),Documentary
3892,Anatomy (Anatomie) (2000),Horror
3893,Nurse Betty (2000),Comedy|Crime|Drama|Romance|Thriller
3894,Solas (1999),Drama
3895,"Watcher, The (2000)",Crime|Thriller
3896,"Way of the Gun, The (2000)",Crime|Thriller
3897,Almost Famous (2000),Drama
3898,Bait (2000),Action|Comedy
3901,Duets (2000),Comedy|Drama
3902,Goya in Bordeaux (Goya en Burdeos) (1999),Drama
3903,Urbania (2000),Drama
3905,"Specials, The (2000)",Comedy
3906,Under Suspicion (2000),Crime|Thriller
3908,Urban Legends: Final Cut (2000),Horror
3909,Woman on Top (2000),Comedy|Romance
3910,Dancer in the Dark (2000),Drama|Musical
3911,Best in Show (2000),Comedy
3913,Barenaked in America (1999),Documentary
3914,"Broken Hearts Club, The (2000)",Drama
3915,Girlfight (2000),Drama
3916,Remember the Titans (2000),Drama
3917,Hellraiser (1987),Horror
3918,Hellbound: Hellraiser II (1988),Horror
